image_id,image_path,category,style,material,brand,description,tags
0ad8629f-2e9f-4591-a661-7489d6d49737,outwear/0ad8629f-2e9f-4591-a661-7489d6d49737.jpg,outwear,parka,nylon,DesignerDynamo,A chic outerwear piece that combines fashion-forward design with practical features.,"outerwear, jacket, coat, layering, fashion, weather protection"
0c7412e7-81eb-40b7-be64-ce9782103529,outwear/0c7412e7-81eb-40b7-be64-ce9782103529.jpg,outwear,windbreaker,polyester,FashionFable,A chic outerwear piece that combines fashion-forward design with practical features.,"outerwear, jacket, coat, layering, fashion, weather protection"
161e35df-93d4-4b30-817e-de03c8c1d55a,outwear/161e35df-93d4-4b30-817e-de03c8c1d55a.jpg,outwear,denim jacket,denim,StyleSymphony,A fashionable jacket or coat designed for both style and protection from the elements.,"outerwear, jacket, coat, layering, fashion, weather protection"
2160a577-406a-4812-ada2-2a3cb30c2ba8,outwear/2160a577-406a-4812-ada2-2a3cb30c2ba8.jpg,outwear,Casual,Nylon with a smooth finish,FashionFinesse,"A dark olive green bomber jacket featuring a full-zip front closure, a ribbed stand-up collar, ribbed cuffs, and a ribbed hem. It includes a vertical zippered pocket on the left chest.","Bomber Jacket, Outwear, Casual, Jacket, Green Jacket, Olive Green, Full-zip, Ribbed, Spring, Fall, Men's Fashion"
2c1c3c2a-5b22-4133-9509-1877d6a106a0,outwear/2c1c3c2a-5b22-4133-9509-1877d6a106a0.jpg,outwear,Casual,"Quilted fabric (likely polyester blend), corduroy/velvet collar trim",StyleSaga,"A vibrant red quilted jacket featuring a diamond stitch pattern, a contrasting darker red collared neckline, and a button-front closure. The jacket is adorned with various colorful embroidered details on the front, including text that appears to say ""Don't forget me"" and a birdcage motif. It has two patch pockets on the lower front.","red jacket, quilted jacket, outwear, casual jacket, embroidered, diamond quilt, button-front, long sleeve, patch pockets, collared jacket"
2ea87992-6eb5-46a2-9ac6-e4ac727179aa,outwear/2ea87992-6eb5-46a2-9ac6-e4ac727179aa.jpg,outwear,trench coat,fleece,StyleStudio,A versatile outerwear garment suitable for various occasions and weather conditions.,"outerwear, jacket, coat, layering, fashion, weather protection"
3108045a-9975-4ad8-b5ed-e0a065e5d397,outwear/3108045a-9975-4ad8-b5ed-e0a065e5d397.jpg,outwear,"Casual, Sporty",Synthetic with insulation,TrendyThreads,"A navy blue puffer jacket featuring horizontal quilting for insulation. It has a full-length bright orange/red zipper down the front and matching orange/red zippers on the two front pockets. The inner lining of the collar/hood area reveals a subtle plaid pattern. The jacket has a high collar, possibly with a hidden or integrated hood.","Puffer Jacket, Quilted Jacket, Navy Blue, Orange Zipper, Casual Jacket, Winter Jacket, Outwear, Long Sleeve, Hooded Jacket, Insulated Jacket, Men's Jacket, Unisex Jacket, Plaid Lining"
311ee106-2f12-4b1d-83fb-b3e597607cca,outwear/311ee106-2f12-4b1d-83fb-b3e597607cca.jpg,outwear,Casual,"Synthetic outer shell, Faux fur trim, Sherpa/Fleece lining",ModernEdge,"A women's casual coral red parka-style jacket with a grey faux fur-trimmed hood and a cream-colored sherpa lining. It features a drawstring waist, multiple front pockets with flap and zipper details, and a snap-button front closure over a hidden zipper. The sleeves have ribbed cuffs for added warmth.","Winter jacket, Parka, Anorak, Faux fur, Sherpa lining, Casual, Outerwear, Warm, Hooded jacket, Women's jacket, Red-orange, Drawstring waist, Multi-pocket"
349cf35c-eaad-49af-b0c9-3c88b8d0afc1,outwear/349cf35c-eaad-49af-b0c9-3c88b8d0afc1.jpg,outwear,"Chic, semi-formal, business casual",Tweed (textured woven fabric),ZARA WOMAN,"An off-white or cream colored collarless tweed jacket with black trim along the edges, front opening, pockets, and cuffs. It features four decorative flap pockets with small gold-tone buttons. The jacket has a classic, textured tweed finish.","tweed jacket, collarless jacket, cream jacket, white jacket, black trim, Zara jacket, Zara Woman, business casual, semi-formal, chic, elegant, long sleeve, women's outwear, textured fabric, spring jacket, fall jacket"
42518e91-c969-49f5-ac68-dfe394d7451e,outwear/42518e91-c969-49f5-ac68-dfe394d7451e.jpg,outwear,bomber jacket,cotton,ChicChoice,A chic outerwear piece that combines fashion-forward design with practical features.,"outerwear, jacket, coat, layering, fashion, weather protection"
446df066-edee-4c69-90d7-5013bcc72cf2,outwear/446df066-edee-4c69-90d7-5013bcc72cf2.jpg,outwear,Casual,Nylon,EliteWear,"A dark blue (navy) bomber jacket featuring a full-zip front closure, a ribbed stand-up collar, ribbed cuffs, and a ribbed hem. It includes a functional zippered utility pocket on the left sleeve and appears to have a contrasting lighter-colored lining visible when unzipped.","Bomber jacket, Navy blue, Outerwear, Casual jacket, Men's jacket, Zippered, Ribbed trim, Lightweight jacket, Fall fashion, Spring fashion"
5d365198-b2e9-404a-b160-58248c136ef3,outwear/5d365198-b2e9-404a-b160-58248c136ef3.jpg,outwear,Casual / Streetwear,Quilted fabric (appears to be a cotton or synthetic blend with a denim-like texture),DesignerDreams,"A stylish grey-blue hooded casual jacket featuring an asymmetrical zipper closure on the front. The jacket has a quilted design for warmth and texture, a drawstring hood, and ribbed cuffs and hem, giving it a bomber-jacket silhouette. It includes two zippered hand pockets.","Casual jacket, Hooded jacket, Asymmetrical zipper, Quilted jacket, Padded jacket, Streetwear, Bomber jacket style, Grey-blue, Outerwear, Fall jacket, Winter jacket, Denim-look fabric"
