image_id,image_path,category,style,material,brand,description,tags
0354015d-9ed3-4175-9f85-dd5725dce0e1,longsleeve/0354015d-9ed3-4175-9f85-dd5725dce0e1.jpg,longsleeve,fitted,oxford,DesignerDreams,A versatile long-sleeved garment that can be dressed up or down for different occasions.,"long sleeve, top, shirt, casual, apparel, versatile"
060062e8-b564-4aaa-8d9e-18e735915e37,longsleeve/060062e8-b564-4aaa-8d9e-18e735915e37.jpg,longsleeve,contemporary,synthetic,BoutiqueBeauty,A versatile long-sleeved garment that can be dressed up or down for different occasions.,"long sleeve, top, shirt, casual, apparel, versatile"
0c6472ac-e3f8-443b-a884-2e60562c35b1,longsleeve/0c6472ac-e3f8-443b-a884-2e60562c35b1.jpg,longsleeve,slim fit,jersey,TrendSet,A classic long-sleeved piece that combines timeless design with modern fashion trends.,"long sleeve, top, shirt, casual, apparel, versatile"
0deb9798-5e87-413f-93aa-e19017648a4b,longsleeve/0deb9798-5e87-413f-93aa-e19017648a4b.jpg,longsleeve,Casual,Soft knit blend,Mahagrid,"A dark (likely black or navy blue) 3/4 sleeve blouse featuring a fine white micro-dot pattern. The top has a wide, gathered neckline adorned with a distinctive white chain-link trim. A matching white chain-link trim is also present along the gathered, elasticized bottom hem. The sleeves are 3/4 length, ending in a soft gather. The overall fit appears loose and comfortable.","blouse, top, 3/4 sleeve, micro-dot, pin-dot, polka dot, dark blue, black, white trim, chain detail, gathered hem, casual, smart casual, women's fashion"
11331826-e5c9-461d-acd2-b078022a9146,longsleeve/11331826-e5c9-461d-acd2-b078022a9146.jpg,longsleeve,casual,melange knit,LuxeLabel,"A long-sleeved, grey melange knit tunic or dress featuring a playful scattered pattern of small hearts in navy blue, white, and light pink. It has a rounded neckline and small decorative ties at the side hems.","longsleeve, dress, tunic, grey, hearts, casual, patterned, knitwear, comfortable, everyday, girls_fashion, womens_fashion, round_neck, pink_hearts, navy_hearts, white_hearts, tie_details"
20e44d00-fc8c-46d9-9349-c931850ec57a,longsleeve/20e44d00-fc8c-46d9-9349-c931850ec57a.jpg,longsleeve,casual,"Wool, cashmere, or acrylic blend",Nike,"A plain black turtleneck sweater or longsleeve top, laid flat on a textured carpet.","black, turtleneck, longsleeve, sweater, top, knitwear, casual, winter, fall, plain"
20e5a129-ac26-4ec2-9bf1-f63427503929,longsleeve/20e5a129-ac26-4ec2-9bf1-f63427503929.jpg,longsleeve,oversized,flannel,DesignerDreams,"A comfortable long-sleeved top perfect for layering or wearing alone, featuring modern design.","long sleeve, top, shirt, casual, apparel, versatile"
2b12ad64-97e5-4500-ad2e-f74ea31eacbb,longsleeve/2b12ad64-97e5-4500-ad2e-f74ea31eacbb.jpg,longsleeve,casual,cotton,DesignerDynamo,A classic long-sleeved piece that combines timeless design with modern fashion trends.,"long sleeve, top, shirt, casual, apparel, versatile"
2b45bc2e-32e9-45db-b34b-aad93113745d,longsleeve/2b45bc2e-32e9-45db-b34b-aad93113745d.jpg,longsleeve,"Casual, Holiday, Novelty",Synthetic blend,ChicCollection,"A vibrant red longsleeve hoodie featuring a fun and festive print of Santa Claus's iconic white beard and a black belt with a prominent buckle across the front. It has a hood with white drawstrings and a front kangaroo pocket, making it perfect for casual wear during the holiday season.","Red, Hoodie, Sweatshirt, Christmas, Santa Claus, Holiday, Novelty, Printed, Longsleeve, Casual, Festive, Apparel"
36bde3bf-3a55-4a16-baf9-d34f4f5ae19a,longsleeve/36bde3bf-3a55-4a16-baf9-d34f4f5ae19a.jpg,longsleeve,Smart Casual,"Soft, knit or jersey",Adidas,"A plain dark blue (likely navy) women's blazer featuring a notched lapel, two-button front closure, and two flap pockets. It has long sleeves and a soft appearance, suitable for smart casual or business casual wear.","blazer, jacket, women's, long sleeve, navy blue, dark blue, solid, smart casual, business casual, professional, two button, notched lapel, pockets"
3723b671-6846-4d22-af73-fc655eb52093,longsleeve/3723b671-6846-4d22-af73-fc655eb52093.jpg,longsleeve,casual,knit,TrendSet,"A classic black long-sleeved turtleneck top made from a knit fabric, suitable for various casual or smart-casual outfits.","black, turtleneck, longsleeve, sweater, knitwear, top, basic, versatile, solid, unisex"
4014f464-8bd5-4425-b934-735630cce566,longsleeve/4014f464-8bd5-4425-b934-735630cce566.jpg,longsleeve,sporty,polyester blend,COS,"A black long-sleeve zip-up track jacket featuring two prominent blue triangular color block panels on the chest. It has a high collar and a ribbed bottom hem, suitable for athletic or casual wear.","longsleeve, jacket, track jacket, zip-up, black, blue, color block, sporty, casual, athletic wear, outerwear, activewear"
42c30a48-5e35-4117-847d-66cad1383955,longsleeve/42c30a48-5e35-4117-847d-66cad1383955.jpg,longsleeve,smart-casual,cotton blend,UrbanUptown,A fashionable long-sleeve top designed for comfort and style in everyday wear.,"long sleeve, top, shirt, casual, apparel, versatile"
44b0c5e7-5174-421b-959c-720483509d5e,longsleeve/44b0c5e7-5174-421b-959c-720483509d5e.jpg,longsleeve,Casual / Smart-Casual,Cotton Blend,Lacoste,"A navy blue Lacoste quarter-zip longsleeve pullover. It features a contrasting blue collar, ribbed cuffs and hem, and the brand's signature crocodile logo embroidered on the left chest. Ideal for casual or smart-casual wear.","longsleeve, quarter-zip, pullover, sweatshirt, Lacoste, navy blue, collared, casual, smart-casual, men's apparel, crocodile logo, ribbed cuffs, comfortable"
461a97c1-1738-46f8-9318-efff65d642a0,longsleeve/461a97c1-1738-46f8-9318-efff65d642a0.jpg,longsleeve,casual,knit,Monsoon,"A bright yellow short-sleeve knit cardigan from Monsoon, featuring a round neckline and front button closure with a scalloped trim along the placket, neckline, sleeve cuffs, and hem. It appears to be in good, used condition with a price tag attached.","cardigan, yellow cardigan, short sleeve, knitwear, button-front, scalloped trim, round neck, Monsoon, womenswear"
4c816a30-b848-4476-9ae2-a2d8d01e34a8,longsleeve/4c816a30-b848-4476-9ae2-a2d8d01e34a8.jpg,longsleeve,casual,rib-knit fabric,BoutiqueBeauty,"A light beige, ribbed long-sleeve top, possibly a mock neck or turtleneck, laid flat on a blue patterned blanket.","longsleeve, top, shirt, ribbed knit, mock neck, turtleneck, beige, tan, casual wear, women's apparel"
527fd818-556f-420a-8fbd-8bea64dea5a2,longsleeve/527fd818-556f-420a-8fbd-8bea64dea5a2.jpg,longsleeve,Casual,Jersey or soft blend,ChicCharm,"A long-sleeve casual top featuring a busy black and white abstract geometric pattern, resembling interlocking shapes or a maze. The top has a crew neck and a relaxed fit, laid flat on a red fabric surface.","long sleeve, top, shirt, blouse, abstract print, geometric pattern, black and white, patterned, casual wear, women's apparel, knitwear"
55b4f2d7-56b3-4463-86ea-6cb821a2c68e,longsleeve/55b4f2d7-56b3-4463-86ea-6cb821a2c68e.jpg,longsleeve,casual,fleece,GAP,A vibrant red pullover hoodie featuring the 'GAP' logo in white with a navy blue outline prominently displayed across the chest. It has long sleeves and a large kangaroo pouch pocket on the front.,"hoodie, sweatshirt, red, GAP, casual, longsleeve, pullover, logo, sporty, streetwear"
5720381c-a7d8-465a-9395-1f55a5d51b6f,longsleeve/5720381c-a7d8-465a-9395-1f55a5d51b6f.jpg,longsleeve,sporty casual,"knit fabric, likely cotton blend",H&M,"A grey longsleeve t-shirt featuring black stripes along the raglan seams, extending down the sides, and a black trim on the round neckline. It has a relaxed and sporty aesthetic.","longsleeve, t-shirt, grey, black, stripes, casual, sporty, raglan, top, athletic, crew neck"
5ab4696e-91fc-4bae-9fc5-39291b1b29a4,longsleeve/5ab4696e-91fc-4bae-9fc5-39291b1b29a4.jpg,longsleeve,modern,blend,ChicBoutique,"A comfortable long-sleeved top perfect for layering or wearing alone, featuring modern design.","long sleeve, top, shirt, casual, apparel, versatile"
5e1c56ce-c32c-4056-9278-864773ae2024,longsleeve/5e1c56ce-c32c-4056-9278-864773ae2024.jpg,longsleeve,Casual,Knit,H&M,"A light blue, long-sleeve, cropped cardigan or shrug with an open front and a slightly draped or crossover design at the front hem. It appears to be made of a soft knit material.","long sleeve, cardigan, shrug, cropped, open front, light blue, knitwear, solid color, casual wear, layering piece"
6361debd-1437-4d04-acc2-f9dae8157d5c,longsleeve/6361debd-1437-4d04-acc2-f9dae8157d5c.jpg,longsleeve,"Casual, Henley shirt",Knit fabric,Old Navy,"A casual men's long-sleeve teal blue Henley shirt. It features a V-neck design with a black contrasting trim around the neckline, giving it a stylish touch. The fabric appears to be a comfortable knit with a subtle heathered texture.","longsleeve, Henley, shirt, casual, teal blue, men's, top, knit, V-neck, contrasting trim, heathered"
6826bbf8-4550-4cb8-8b08-ad2a096460b0,longsleeve/6826bbf8-4550-4cb8-8b08-ad2a096460b0.jpg,longsleeve,Casual,Knit,EliteWear,A dark blue long-sleeve quarter-zip pullover shirt featuring alternating light grey horizontal stripes. It has a high black collar with a short zipper closure and black ribbed cuffs and hem.,"longsleeve, pullover, quarter-zip, striped, casual, knitwear, sweater, menswear, autumn fashion, winter fashion, blue, grey"
